"","TreeLocationID","Column","Row","Latitude","Longitude","HillTop","Slope","Valley","ElevationFt","OrchardMixtureID"
"87",87,"A",87,NA,NA,0,0,0,NA,1
"88",88,"A",88,NA,NA,0,0,0,NA,1
"89",89,"A",89,NA,NA,0,0,0,NA,1
"90",90,"A",90,NA,NA,0,0,0,NA,1
"91",91,"A",91,NA,NA,0,0,0,NA,1
"92",92,"A",92,NA,NA,0,0,0,NA,1
"93",93,"A",93,NA,NA,0,0,0,NA,1
"94",94,"A",94,NA,NA,0,0,0,NA,1
"95",95,"A",95,NA,NA,0,0,0,NA,1
"96",96,"A",96,NA,NA,0,0,0,NA,1
"97",97,"A",97,NA,NA,0,0,0,NA,1
"98",98,"A",98,NA,NA,0,0,0,NA,1
"99",99,"A",99,NA,NA,0,0,0,NA,1
"100",100,"A",100,NA,NA,0,0,0,NA,1
"101",101,"A",101,NA,NA,0,0,0,NA,1
"102",102,"A",102,NA,NA,0,0,0,NA,1
"103",103,"A",103,NA,NA,0,0,0,NA,1
"104",104,"A",104,NA,NA,0,0,0,NA,1
"105",105,"A",105,NA,NA,0,0,0,NA,1
"106",106,"A",106,NA,NA,0,0,0,NA,1
"107",107,"A",107,NA,NA,0,0,0,NA,1
"108",108,"A",108,NA,NA,0,0,0,NA,1
"109",109,"A",109,NA,NA,0,0,0,NA,1
"110",110,"A",110,NA,NA,0,0,0,NA,1
"111",111,"A",111,NA,NA,0,0,0,NA,1
"112",112,"A",112,NA,NA,0,0,0,NA,1
"113",113,"A",113,NA,NA,0,0,0,NA,1
"114",114,"A",114,NA,NA,0,0,0,NA,1
"115",115,"A",115,NA,NA,0,0,0,NA,1
"116",116,"A",116,NA,NA,0,0,0,NA,1
"117",117,"A",117,NA,NA,0,0,0,NA,1
"118",118,"A",118,NA,NA,0,0,0,NA,1
"119",119,"A",119,NA,NA,0,0,0,NA,1
"120",120,"A",120,NA,NA,0,0,0,NA,1
"121",121,"A",121,NA,NA,0,0,0,NA,1
"122",122,"A",122,NA,NA,0,0,0,NA,1
"123",123,"A",123,NA,NA,0,0,0,NA,1
"124",124,"A",124,NA,NA,0,0,0,NA,1
"125",125,"A",125,NA,NA,0,0,0,NA,1
"126",126,"A",126,NA,NA,0,0,0,NA,1
"127",127,"A",127,NA,NA,0,0,0,NA,1
"128",128,"A",128,NA,NA,0,0,0,NA,1
"129",129,"B",1,NA,NA,0,0,0,NA,1
"130",130,"B",2,NA,NA,0,0,0,NA,1
"131",131,"B",3,NA,NA,0,0,0,NA,1
"132",132,"B",4,NA,NA,0,0,0,NA,1
"133",133,"B",5,NA,NA,0,0,0,NA,1
"134",134,"B",6,NA,NA,0,0,0,NA,1
"135",135,"B",7,NA,NA,0,0,0,NA,1
"136",136,"B",8,NA,NA,0,0,0,NA,1
"137",137,"B",9,NA,NA,0,0,0,NA,1
"138",138,"B",10,NA,NA,0,0,0,NA,1
"139",139,"B",11,NA,NA,0,0,0,NA,1
"140",140,"B",12,NA,NA,0,0,0,NA,1
"141",141,"B",13,NA,NA,0,0,0,NA,1
"142",142,"B",14,NA,NA,0,0,0,NA,1
"143",143,"B",15,NA,NA,0,0,0,NA,1
"144",144,"B",16,NA,NA,0,0,0,NA,1
"145",145,"B",17,NA,NA,0,0,0,NA,1
"146",146,"B",18,NA,NA,0,0,0,NA,1
"147",147,"B",19,NA,NA,0,0,0,NA,1
"148",148,"B",20,NA,NA,0,0,0,NA,1
"149",149,"B",21,NA,NA,0,0,0,NA,1
"150",150,"B",22,NA,NA,0,0,0,NA,1
"151",151,"B",23,NA,NA,0,0,0,NA,1
"152",152,"B",24,NA,NA,0,0,0,NA,1
"153",153,"B",25,NA,NA,0,0,0,NA,1
"154",154,"B",26,NA,NA,0,0,0,NA,1
"155",155,"B",27,NA,NA,0,0,0,NA,1
"156",156,"B",28,NA,NA,0,0,0,NA,1
"157",157,"B",29,NA,NA,0,0,0,NA,1
"158",158,"B",30,NA,NA,0,0,0,NA,1
"159",159,"B",31,NA,NA,0,0,0,NA,1
"160",160,"B",32,NA,NA,0,0,0,NA,1
"161",161,"B",33,NA,NA,0,0,0,NA,1
"162",162,"B",34,NA,NA,0,0,0,NA,1
"163",163,"B",35,NA,NA,0,0,0,NA,1
"164",164,"B",36,NA,NA,0,0,0,NA,1
"165",165,"B",37,NA,NA,0,0,0,NA,1
"166",166,"B",38,NA,NA,0,0,0,NA,1
"167",167,"B",39,NA,NA,0,0,0,NA,1
"168",168,"B",40,NA,NA,0,0,0,NA,1
"169",169,"B",41,NA,NA,0,0,0,NA,1
"170",170,"B",42,NA,NA,0,0,0,NA,1
"171",171,"B",43,NA,NA,0,0,0,NA,1
"172",172,"B",44,NA,NA,0,0,0,NA,1
"173",173,"B",45,NA,NA,0,0,0,NA,1
"174",174,"B",46,NA,NA,0,0,0,NA,1
"175",175,"B",47,NA,NA,0,0,0,NA,1
"176",176,"B",48,NA,NA,0,0,0,NA,1
"177",177,"B",49,NA,NA,0,0,0,NA,1
"178",178,"B",50,NA,NA,0,0,0,NA,1
"179",179,"B",51,NA,NA,0,0,0,NA,1
"180",180,"B",52,NA,NA,0,0,0,NA,1
"181",181,"B",53,NA,NA,0,0,0,NA,1
"182",182,"B",54,NA,NA,0,0,0,NA,1
"183",183,"B",55,NA,NA,0,0,0,NA,1
"184",184,"B",56,NA,NA,0,0,0,NA,1
"185",185,"B",57,NA,NA,0,0,0,NA,1
"186",186,"B",58,NA,NA,0,0,0,NA,1
"187",187,"B",59,NA,NA,0,0,0,NA,1
"188",188,"B",60,NA,NA,0,0,0,NA,1
"189",189,"B",61,NA,NA,0,0,0,NA,1
"190",190,"B",62,NA,NA,0,0,0,NA,1
"191",191,"B",63,NA,NA,0,0,0,NA,1
"192",192,"B",64,NA,NA,0,0,0,NA,1
"193",193,"B",65,NA,NA,0,0,0,NA,1
"194",194,"B",66,NA,NA,0,0,0,NA,1
"195",195,"B",67,NA,NA,0,0,0,NA,1
"196",196,"B",68,NA,NA,0,0,0,NA,1
"197",197,"B",69,NA,NA,0,0,0,NA,1
"198",198,"B",70,NA,NA,0,0,0,NA,1
"199",199,"B",71,NA,NA,0,0,0,NA,1
"200",200,"B",72,NA,NA,0,0,0,NA,1
"201",201,"B",73,NA,NA,0,0,0,NA,1
"202",202,"B",74,NA,NA,0,0,0,NA,1
"203",203,"B",75,NA,NA,0,0,0,NA,1
"204",204,"B",76,NA,NA,0,0,0,NA,1
"205",205,"B",77,NA,NA,0,0,0,NA,1
"206",206,"B",78,NA,NA,0,0,0,NA,1
"207",207,"B",79,NA,NA,0,0,0,NA,1
"208",208,"B",80,NA,NA,0,0,0,NA,1
"209",209,"B",81,NA,NA,0,0,0,NA,1
"210",210,"B",82,NA,NA,0,0,0,NA,1
"211",211,"B",83,NA,NA,0,0,0,NA,1
"212",212,"B",84,NA,NA,0,0,0,NA,1
"213",213,"B",85,NA,NA,0,0,0,NA,1
"214",214,"B",86,NA,NA,0,0,0,NA,1
"215",215,"B",87,NA,NA,0,0,0,NA,1
"216",216,"B",88,NA,NA,0,0,0,NA,1
"217",217,"B",89,NA,NA,0,0,0,NA,1
"218",218,"B",90,NA,NA,0,0,0,NA,1
"219",219,"B",91,NA,NA,0,0,0,NA,1
"220",220,"B",92,NA,NA,0,0,0,NA,1
"221",221,"B",93,NA,NA,0,0,0,NA,1
"222",222,"B",94,NA,NA,0,0,0,NA,1
"223",223,"B",95,NA,NA,0,0,0,NA,1
"224",224,"B",96,NA,NA,0,0,0,NA,1
"225",225,"B",97,NA,NA,0,0,0,NA,1
"226",226,"B",98,NA,NA,0,0,0,NA,1
"227",227,"B",99,NA,NA,0,0,0,NA,1
"228",228,"B",100,NA,NA,0,0,0,NA,1
"229",229,"B",101,NA,NA,0,0,0,NA,1
"230",230,"B",102,NA,NA,0,0,0,NA,1
"231",231,"B",103,NA,NA,0,0,0,NA,1
"232",232,"B",104,NA,NA,0,0,0,NA,1
"233",233,"B",105,NA,NA,0,0,0,NA,1
"234",234,"B",106,NA,NA,0,0,0,NA,1
"235",235,"B",107,NA,NA,0,0,0,NA,1
"236",236,"B",108,NA,NA,0,0,0,NA,1
"237",237,"B",109,NA,NA,0,0,0,NA,1
"238",238,"B",110,NA,NA,0,0,0,NA,1
"239",239,"B",111,NA,NA,0,0,0,NA,1
"240",240,"B",112,NA,NA,0,0,0,NA,1
"241",241,"B",113,NA,NA,0,0,0,NA,1
"242",242,"B",114,NA,NA,0,0,0,NA,1
"243",243,"B",115,NA,NA,0,0,0,NA,1
"244",244,"B",116,NA,NA,0,0,0,NA,1
"245",245,"B",117,NA,NA,0,0,0,NA,1
"246",246,"B",118,NA,NA,0,0,0,NA,1
"247",247,"B",119,NA,NA,0,0,0,NA,1
"248",248,"B",120,NA,NA,0,0,0,NA,1
"249",249,"B",121,NA,NA,0,0,0,NA,1
"250",250,"B",122,NA,NA,0,0,0,NA,1
"251",251,"B",123,NA,NA,0,0,0,NA,1
"252",252,"B",124,NA,NA,0,0,0,NA,1
"253",253,"B",125,NA,NA,0,0,0,NA,1
"254",254,"B",126,NA,NA,0,0,0,NA,1
"255",255,"B",127,NA,NA,0,0,0,NA,1
"256",256,"B",128,NA,NA,0,0,0,NA,1
"257",257,"C",1,NA,NA,0,0,0,NA,1
"258",258,"C",2,NA,NA,0,0,0,NA,1
"259",259,"C",3,NA,NA,0,0,0,NA,1
"260",260,"C",4,NA,NA,0,0,0,NA,1
"261",261,"C",5,NA,NA,0,0,0,NA,1
"262",262,"C",6,NA,NA,0,0,0,NA,1
"263",263,"C",7,NA,NA,0,0,0,NA,1
"264",264,"C",8,NA,NA,0,0,0,NA,1
"265",265,"C",9,NA,NA,0,0,0,NA,1
"266",266,"C",10,NA,NA,0,0,0,NA,1
"267",267,"C",11,NA,NA,0,0,0,NA,1
"268",268,"C",12,NA,NA,0,0,0,NA,1
"269",269,"C",13,NA,NA,0,0,0,NA,1
"270",270,"C",14,NA,NA,0,0,0,NA,1
"271",271,"C",15,NA,NA,0,0,0,NA,1
"272",272,"C",16,NA,NA,0,0,0,NA,1
"273",273,"C",17,NA,NA,0,0,0,NA,1
"274",274,"C",18,NA,NA,0,0,0,NA,1
"275",275,"C",19,NA,NA,0,0,0,NA,1
"276",276,"C",20,NA,NA,0,0,0,NA,1
"277",277,"C",21,NA,NA,0,0,0,NA,1
"278",278,"C",22,NA,NA,0,0,0,NA,1
"279",279,"C",23,NA,NA,0,0,0,NA,1
"280",280,"C",24,NA,NA,0,0,0,NA,1
"281",281,"C",25,NA,NA,0,0,0,NA,1
"282",282,"C",26,NA,NA,0,0,0,NA,1
"283",283,"C",27,NA,NA,0,0,0,NA,1
"284",284,"C",28,NA,NA,0,0,0,NA,1
"285",285,"C",29,NA,NA,0,0,0,NA,1
"286",286,"C",30,NA,NA,0,0,0,NA,1
"287",287,"C",31,NA,NA,0,0,0,NA,1
"288",288,"C",32,NA,NA,0,0,0,NA,1
"289",289,"C",33,NA,NA,0,0,0,NA,1
"290",290,"C",34,NA,NA,0,0,0,NA,1
"291",291,"C",35,NA,NA,0,0,0,NA,1
"292",292,"C",36,NA,NA,0,0,0,NA,1
"293",293,"C",37,NA,NA,0,0,0,NA,1
"294",294,"C",38,NA,NA,0,0,0,NA,1
"295",295,"C",39,NA,NA,0,0,0,NA,1
"296",296,"C",40,NA,NA,0,0,0,NA,1
"297",297,"C",41,NA,NA,0,0,0,NA,1
"298",298,"C",42,NA,NA,0,0,0,NA,1
"299",299,"C",43,NA,NA,0,0,0,NA,1
"300",300,"C",44,NA,NA,0,0,0,NA,1
"301",301,"C",45,NA,NA,0,0,0,NA,1
"302",302,"C",46,NA,NA,0,0,0,NA,1
"303",303,"C",47,NA,NA,0,0,0,NA,1
"304",304,"C",48,NA,NA,0,0,0,NA,1
"305",305,"C",49,NA,NA,0,0,0,NA,1
"306",306,"C",50,NA,NA,0,0,0,NA,1
"307",307,"C",51,NA,NA,0,0,0,NA,1
"308",308,"C",52,NA,NA,0,0,0,NA,1
"309",309,"C",53,NA,NA,0,0,0,NA,1
"310",310,"C",54,NA,NA,0,0,0,NA,1
"311",311,"C",55,NA,NA,0,0,0,NA,1
"312",312,"C",56,NA,NA,0,0,0,NA,1
"313",313,"C",57,NA,NA,0,0,0,NA,1
"314",314,"C",58,NA,NA,0,0,0,NA,1
"315",315,"C",59,NA,NA,0,0,0,NA,1
"316",316,"C",60,NA,NA,0,0,0,NA,1
"317",317,"C",61,NA,NA,0,0,0,NA,1
"318",318,"C",62,NA,NA,0,0,0,NA,1
"319",319,"C",63,NA,NA,0,0,0,NA,1
"320",320,"C",64,NA,NA,0,0,0,NA,1
"321",321,"C",65,NA,NA,0,0,0,NA,1
"322",322,"C",66,NA,NA,0,0,0,NA,1
"323",323,"C",67,NA,NA,0,0,0,NA,1
"324",324,"C",68,NA,NA,0,0,0,NA,1
"325",325,"C",69,NA,NA,0,0,0,NA,1
"326",326,"C",70,NA,NA,0,0,0,NA,1
"327",327,"C",71,NA,NA,0,0,0,NA,1
"328",328,"C",72,NA,NA,0,0,0,NA,1
"329",329,"C",73,NA,NA,0,0,0,NA,1
"330",330,"C",74,NA,NA,0,0,0,NA,1
"331",331,"C",75,NA,NA,0,0,0,NA,1
"332",332,"C",76,NA,NA,0,0,0,NA,1
"333",333,"C",77,NA,NA,0,0,0,NA,1
"334",334,"C",78,NA,NA,0,0,0,NA,1
"335",335,"C",79,NA,NA,0,0,0,NA,1
"336",336,"C",80,NA,NA,0,0,0,NA,1
"337",337,"C",81,NA,NA,0,0,0,NA,1
"338",338,"C",82,NA,NA,0,0,0,NA,1
"339",339,"C",83,NA,NA,0,0,0,NA,1
"340",340,"C",84,NA,NA,0,0,0,NA,1
"341",341,"C",85,NA,NA,0,0,0,NA,1
"342",342,"C",86,NA,NA,0,0,0,NA,1
"343",343,"C",87,NA,NA,0,0,0,NA,1
"344",344,"C",88,NA,NA,0,0,0,NA,1
"345",345,"C",89,NA,NA,0,0,0,NA,1
"346",346,"C",90,NA,NA,0,0,0,NA,1
"347",347,"C",91,NA,NA,0,0,0,NA,1
"348",348,"C",92,NA,NA,0,0,0,NA,1
"349",349,"C",93,NA,NA,0,0,0,NA,1
"350",350,"C",94,NA,NA,0,0,0,NA,1
"351",351,"C",95,NA,NA,0,0,0,NA,1
"352",352,"C",96,NA,NA,0,0,0,NA,1
"353",353,"C",97,NA,NA,0,0,0,NA,1
"354",354,"C",98,NA,NA,0,0,0,NA,1
"355",355,"C",99,NA,NA,0,0,0,NA,1
"356",356,"C",100,NA,NA,0,0,0,NA,1
"357",357,"C",101,NA,NA,0,0,0,NA,1
"358",358,"C",102,NA,NA,0,0,0,NA,1
"359",359,"C",103,NA,NA,0,0,0,NA,1
"360",360,"C",104,NA,NA,0,0,0,NA,1
"361",361,"C",105,NA,NA,0,0,0,NA,1
"362",362,"C",106,NA,NA,0,0,0,NA,1
"363",363,"C",107,NA,NA,0,0,0,NA,1
"364",364,"C",108,NA,NA,0,0,0,NA,1
"365",365,"C",109,NA,NA,0,0,0,NA,1
"366",366,"C",110,NA,NA,0,0,0,NA,1
"367",367,"C",111,NA,NA,0,0,0,NA,1
"368",368,"C",112,NA,NA,0,0,0,NA,1
"369",369,"C",113,NA,NA,0,0,0,NA,1
"370",370,"C",114,NA,NA,0,0,0,NA,1
"371",371,"C",115,NA,NA,0,0,0,NA,1
"372",372,"C",116,NA,NA,0,0,0,NA,1
"373",373,"C",117,NA,NA,0,0,0,NA,1
"374",374,"C",118,NA,NA,0,0,0,NA,1
"375",375,"C",119,NA,NA,0,0,0,NA,1
"376",376,"C",120,NA,NA,0,0,0,NA,1
"377",377,"C",121,NA,NA,0,0,0,NA,1
"378",378,"C",122,NA,NA,0,0,0,NA,1
"379",379,"C",123,NA,NA,0,0,0,NA,1
"380",380,"C",124,NA,NA,0,0,0,NA,1
"381",381,"C",125,NA,NA,0,0,0,NA,1
"382",382,"C",126,NA,NA,0,0,0,NA,1
"383",383,"C",127,NA,NA,0,0,0,NA,1
"384",384,"C",128,NA,NA,0,0,0,NA,1
"385",385,"D",1,NA,NA,0,0,0,NA,1
"386",386,"D",2,NA,NA,0,0,0,NA,1
"387",387,"D",3,NA,NA,0,0,0,NA,1
"388",388,"D",4,NA,NA,0,0,0,NA,1
"389",389,"D",5,NA,NA,0,0,0,NA,1
"390",390,"D",6,NA,NA,0,0,0,NA,1
"391",391,"D",7,NA,NA,0,0,0,NA,1
"392",392,"D",8,NA,NA,0,0,0,NA,1
"393",393,"D",9,NA,NA,0,0,0,NA,1
"394",394,"D",10,NA,NA,0,0,0,NA,1
"395",395,"D",11,NA,NA,0,0,0,NA,1
"396",396,"D",12,NA,NA,0,0,0,NA,1
"397",397,"D",13,NA,NA,0,0,0,NA,1
"398",398,"D",14,NA,NA,0,0,0,NA,1
"399",399,"D",15,NA,NA,0,0,0,NA,1
"400",400,"D",16,NA,NA,0,0,0,NA,1
"401",401,"D",17,NA,NA,0,0,0,NA,1
"402",402,"D",18,NA,NA,0,0,0,NA,1
"403",403,"D",19,NA,NA,0,0,0,NA,1
"404",404,"D",20,NA,NA,0,0,0,NA,1
"405",405,"D",21,NA,NA,0,0,0,NA,1
"406",406,"D",22,NA,NA,0,0,0,NA,1
"407",407,"D",23,NA,NA,0,0,0,NA,1
"408",408,"D",24,NA,NA,0,0,0,NA,1
"409",409,"D",25,NA,NA,0,0,0,NA,1
"410",410,"D",26,NA,NA,0,0,0,NA,1
"411",411,"D",27,NA,NA,0,0,0,NA,1
"412",412,"D",28,NA,NA,0,0,0,NA,1
"413",413,"D",29,NA,NA,0,0,0,NA,1
"414",414,"D",30,NA,NA,0,0,0,NA,1
"415",415,"D",31,NA,NA,0,0,0,NA,1
"416",416,"D",32,NA,NA,0,0,0,NA,1
"417",417,"D",33,NA,NA,0,0,0,NA,1
"418",418,"D",34,NA,NA,0,0,0,NA,1
"419",419,"D",35,NA,NA,0,0,0,NA,1
"420",420,"D",36,NA,NA,0,0,0,NA,1
"421",421,"D",37,NA,NA,0,0,0,NA,1
"422",422,"D",38,NA,NA,0,0,0,NA,1
"423",423,"D",39,NA,NA,0,0,0,NA,1
"424",424,"D",40,NA,NA,0,0,0,NA,1
"425",425,"D",41,NA,NA,0,0,0,NA,1
"426",426,"D",42,NA,NA,0,0,0,NA,1
"427",427,"D",43,NA,NA,0,0,0,NA,1
"428",428,"D",44,NA,NA,0,0,0,NA,1
"429",429,"D",45,NA,NA,0,0,0,NA,1
"430",430,"D",46,NA,NA,0,0,0,NA,1
"431",431,"D",47,NA,NA,0,0,0,NA,1
"432",432,"D",48,NA,NA,0,0,0,NA,1
"433",433,"D",49,NA,NA,0,0,0,NA,1
"434",434,"D",50,NA,NA,0,0,0,NA,1
"435",435,"D",51,NA,NA,0,0,0,NA,1
"436",436,"D",52,NA,NA,0,0,0,NA,1
"437",437,"D",53,NA,NA,0,0,0,NA,1
"438",438,"D",54,NA,NA,0,0,0,NA,1
"439",439,"D",55,NA,NA,0,0,0,NA,1
"440",440,"D",56,NA,NA,0,0,0,NA,1
"441",441,"D",57,NA,NA,0,0,0,NA,1
"442",442,"D",58,NA,NA,0,0,0,NA,1
"443",443,"D",59,NA,NA,0,0,0,NA,1
"444",444,"D",60,NA,NA,0,0,0,NA,1
"445",445,"D",61,NA,NA,0,0,0,NA,1
"446",446,"D",62,NA,NA,0,0,0,NA,1
"447",447,"D",63,NA,NA,0,0,0,NA,1
"448",448,"D",64,NA,NA,0,0,0,NA,1
"449",449,"D",65,NA,NA,0,0,0,NA,1
"450",450,"D",66,NA,NA,0,0,0,NA,1
"451",451,"D",67,NA,NA,0,0,0,NA,1
"452",452,"D",68,NA,NA,0,0,0,NA,1
"453",453,"D",69,NA,NA,0,0,0,NA,1
"454",454,"D",70,NA,NA,0,0,0,NA,1
"455",455,"D",71,NA,NA,0,0,0,NA,1
"456",456,"D",72,NA,NA,0,0,0,NA,1
"457",457,"D",73,NA,NA,0,0,0,NA,1
"458",458,"D",74,NA,NA,0,0,0,NA,1
"459",459,"D",75,NA,NA,0,0,0,NA,1
"460",460,"D",76,NA,NA,0,0,0,NA,1
"461",461,"D",77,NA,NA,0,0,0,NA,1
"462",462,"D",78,NA,NA,0,0,0,NA,1
"463",463,"D",79,NA,NA,0,0,0,NA,1
"464",464,"D",80,NA,NA,0,0,0,NA,1
"465",465,"D",81,NA,NA,0,0,0,NA,1
"466",466,"D",82,NA,NA,0,0,0,NA,1
"467",467,"D",83,NA,NA,0,0,0,NA,1
"468",468,"D",84,NA,NA,0,0,0,NA,1
"469",469,"D",85,NA,NA,0,0,0,NA,1
"470",470,"D",86,NA,NA,0,0,0,NA,1
"471",471,"D",87,NA,NA,0,0,0,NA,1
"472",472,"D",88,NA,NA,0,0,0,NA,1
"473",473,"D",89,NA,NA,0,0,0,NA,1
"474",474,"D",90,NA,NA,0,0,0,NA,1
"475",475,"D",91,NA,NA,0,0,0,NA,1
"476",476,"D",92,NA,NA,0,0,0,NA,1
"477",477,"D",93,NA,NA,0,0,0,NA,1
"478",478,"D",94,NA,NA,0,0,0,NA,1
"479",479,"D",95,NA,NA,0,0,0,NA,1
"480",480,"D",96,NA,NA,0,0,0,NA,1
"481",481,"D",97,NA,NA,0,0,0,NA,1
"482",482,"D",98,NA,NA,0,0,0,NA,1
"483",483,"D",99,NA,NA,0,0,0,NA,1
"484",484,"D",100,NA,NA,0,0,0,NA,1
"485",485,"D",101,NA,NA,0,0,0,NA,1
"486",486,"D",102,NA,NA,0,0,0,NA,1
"487",487,"D",103,NA,NA,0,0,0,NA,1
"488",488,"D",104,NA,NA,0,0,0,NA,1
"489",489,"D",105,NA,NA,0,0,0,NA,1
"490",490,"D",106,NA,NA,0,0,0,NA,1
"491",491,"D",107,NA,NA,0,0,0,NA,1
"492",492,"D",108,NA,NA,0,0,0,NA,1
"493",493,"D",109,NA,NA,0,0,0,NA,1
"494",494,"D",110,NA,NA,0,0,0,NA,1
"495",495,"D",111,NA,NA,0,0,0,NA,1
"496",496,"D",112,NA,NA,0,0,0,NA,1
"497",497,"D",113,NA,NA,0,0,0,NA,1
"498",498,"D",114,NA,NA,0,0,0,NA,1
"499",499,"D",115,NA,NA,0,0,0,NA,1
"500",500,"D",116,NA,NA,0,0,0,NA,1
"501",501,"D",117,NA,NA,0,0,0,NA,1
"502",502,"D",118,NA,NA,0,0,0,NA,1
"503",503,"D",119,NA,NA,0,0,0,NA,1
"504",504,"D",120,NA,NA,0,0,0,NA,1
"505",505,"D",121,NA,NA,0,0,0,NA,1
"506",506,"D",122,NA,NA,0,0,0,NA,1
"507",507,"D",123,NA,NA,0,0,0,NA,1
"508",508,"D",124,NA,NA,0,0,0,NA,1
"509",509,"D",125,NA,NA,0,0,0,NA,1
"510",510,"D",126,NA,NA,0,0,0,NA,1
"511",511,"D",127,NA,NA,0,0,0,NA,1
"512",512,"D",128,NA,NA,0,0,0,NA,1
"513",513,"E",1,NA,NA,0,0,0,NA,1
"514",514,"E",2,NA,NA,0,0,0,NA,1
